date,sku,sales,is_promo,discount,price,day_of_week,month,year,day_of_month,is_weekend,is_holiday,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_std_7,days_since_promo,promo_freq_28
2023-11-28,SKU003,92,0,0,100.0,1,11,2023,28,0,0,59.0,85.0,49.0,59.0,81.28571428571429,82.42857142857143,21.108562920564488,11,0.21428571428571427
2023-11-29,SKU003,64,0,0,100.0,2,11,2023,29,0,0,92.0,102.0,51.0,59.0,82.28571428571429,85.5,21.476454438246943,12,0.21428571428571427
2023-11-30,SKU003,68,1,10,90.0,3,11,2023,30,0,0,64.0,66.0,118.0,66.0,76.85714285714286,86.42857142857143,20.440389521961784,12,0.21428571428571427
2023-12-01,SKU003,143,1,20,80.0,4,12,2023,1,0,1,68.0,55.0,99.0,79.0,77.14285714285714,82.85714285714286,20.276657938202202,12,0.21428571428571427
2023-12-02,SKU003,159,1,10,90.0,5,12,2023,2,1,0,143.0,105.0,97.0,128.0,89.71428571428571,86.0,29.46022338518097,12,0.21428571428571427
2023-12-03,SKU003,149,0,0,100.0,6,12,2023,3,1,0,159.0,97.0,105.0,97.0,97.42857142857143,90.42857142857143,39.49201245339429,13,0.21428571428571427
2023-12-04,SKU003,74,0,0,100.0,0,12,2023,4,0,0,149.0,59.0,66.0,43.0,104.85714285714286,93.57142857142857,44.0281295364247,0,0.21428571428571427
2023-12-05,SKU003,100,0,0,100.0,1,12,2023,5,0,0,74.0,92.0,85.0,88.0,107.0,94.14285714285714,41.729286278743565,1,0.21428571428571427
2023-12-06,SKU003,58,0,0,100.0,2,12,2023,6,0,0,100.0,64.0,102.0,81.0,108.14285714285714,95.21428571428571,41.357903603497526,2,0.21428571428571427
2023-12-07,SKU003,61,0,0,100.0,3,12,2023,7,0,0,58.0,68.0,66.0,53.0,107.28571428571429,92.07142857142857,42.47240000170422,3,0.21428571428571427
2023-12-08,SKU003,111,0,0,100.0,4,12,2023,8,0,0,61.0,143.0,55.0,73.0,106.28571428571429,91.71428571428571,43.61847577084086,4,0.21428571428571427
2023-12-09,SKU003,84,0,0,100.0,5,12,2023,9,1,0,111.0,159.0,105.0,89.0,101.71428571428571,95.71428571428571,40.7091893217993,5,0.21428571428571427
2023-12-10,SKU003,143,0,0,100.0,6,12,2023,10,1,0,84.0,149.0,97.0,108.0,91.0,94.21428571428571,32.07283377979983,6,0.21428571428571427
2023-12-11,SKU003,75,0,0,100.0,0,12,2023,11,0,0,143.0,74.0,59.0,59.0,90.14285714285714,97.5,30.29537132648362,7,0.21428571428571427
2023-12-12,SKU003,116,0,0,100.0,1,12,2023,12,0,0,75.0,100.0,92.0,49.0,90.28571428571429,98.64285714285714,30.208797204977074,8,0.21428571428571427
2023-12-13,SKU003,73,0,0,100.0,2,12,2023,13,0,0,116.0,58.0,64.0,51.0,92.57142857142857,100.35714285714286,31.63783148308972,9,0.21428571428571427
2023-12-14,SKU003,96,1,15,85.0,3,12,2023,14,0,0,73.0,61.0,68.0,118.0,94.71428571428571,101.0,29.32981580641272,9,0.21428571428571427
2023-12-15,SKU003,91,1,25,75.0,4,12,2023,15,0,0,96.0,111.0,143.0,99.0,99.71428571428571,103.0,25.335839475035446,9,0.21428571428571427
2023-12-16,SKU003,95,1,10,90.0,5,12,2023,16,1,0,91.0,84.0,159.0,97.0,96.85714285714286,99.28571428571429,24.9761791275112,9,0.21428571428571427
2023-12-17,SKU003,148,0,0,100.0,6,12,2023,17,1,0,95.0,143.0,149.0,105.0,98.42857142857143,94.71428571428571,24.371138277733014,10,0.21428571428571427
2023-12-18,SKU003,88,0,0,100.0,0,12,2023,18,0,0,148.0,75.0,74.0,66.0,99.14285714285714,94.64285714285714,25.919288643971814,11,0.21428571428571427
2023-12-19,SKU003,127,0,0,100.0,1,12,2023,19,0,0,88.0,116.0,100.0,85.0,101.0,95.64285714285714,24.317346346452688,12,0.21428571428571427
2023-12-20,SKU003,120,0,0,100.0,2,12,2023,20,0,0,127.0,73.0,58.0,102.0,102.57142857142857,97.57142857142857,25.760804483149403,13,0.21428571428571427
2023-12-21,SKU003,63,0,0,100.0,3,12,2023,21,0,0,120.0,96.0,61.0,66.0,109.28571428571429,102.0,22.713536974781466,0,0.21428571428571427
2023-12-22,SKU003,119,0,0,100.0,4,12,2023,22,0,0,63.0,91.0,111.0,55.0,104.57142857142857,102.14285714285714,28.59403867275573,1,0.21428571428571427
2023-12-23,SKU003,109,0,0,100.0,5,12,2023,23,1,0,119.0,95.0,84.0,105.0,108.57142857142857,102.71428571428571,28.336414398303532,2,0.21428571428571427
2023-12-24,SKU003,128,0,0,100.0,6,12,2023,24,1,0,109.0,148.0,143.0,97.0,110.57142857142857,104.5,27.705938851066758,3,0.21428571428571427
2023-12-25,SKU003,99,0,0,100.0,0,12,2023,25,0,0,128.0,88.0,75.0,59.0,107.71428571428571,103.42857142857143,23.984121731639412,4,0.21428571428571427
2023-12-26,SKU003,87,0,0,100.0,1,12,2023,26,0,0,99.0,127.0,116.0,92.0,109.28571428571429,105.14285714285714,22.80872848797359,5,0.21428571428571427
2023-12-27,SKU003,115,0,0,100.0,2,12,2023,27,0,0,87.0,120.0,73.0,64.0,103.57142857142857,103.07142857142857,22.641092014720716,6,0.21428571428571427
2023-12-28,SKU003,142,1,10,90.0,3,12,2023,28,0,0,115.0,63.0,96.0,68.0,102.85714285714286,106.07142857142857,22.109037152475146,6,0.21428571428571427
2023-12-29,SKU003,81,1,10,90.0,4,12,2023,29,0,0,142.0,119.0,91.0,143.0,114.14285714285714,109.35714285714286,18.188169886206985,6,0.21428571428571427
2023-12-30,SKU003,197,1,20,80.0,5,12,2023,30,1,0,81.0,109.0,95.0,159.0,108.71428571428571,108.64285714285714,21.807600247882185,6,0.21428571428571427
2023-12-31,SKU003,152,0,0,100.0,6,12,2023,31,1,1,197.0,128.0,148.0,149.0,121.28571428571429,115.92857142857143,39.87778949789091,7,0.21428571428571427
2024-01-01,SKU003,123,0,0,100.0,0,1,2024,1,0,1,152.0,99.0,88.0,74.0,124.71428571428571,116.21428571428571,41.54802155624379,8,0.21428571428571427
2024-01-02,SKU003,124,0,0,100.0,1,1,2024,2,0,0,123.0,87.0,127.0,100.0,128.14285714285714,118.71428571428571,40.03510364429606,9,0.21428571428571427
2024-01-03,SKU003,92,0,0,100.0,2,1,2024,3,0,0,124.0,115.0,120.0,58.0,133.42857142857142,118.5,35.92982578516607,10,0.21428571428571427
2024-01-04,SKU003,57,0,0,100.0,3,1,2024,4,0,0,92.0,142.0,63.0,61.0,130.14285714285714,116.5,38.83052309471928,11,0.21428571428571427
2024-01-05,SKU003,56,0,0,100.0,4,1,2024,5,0,0,57.0,81.0,119.0,111.0,118.0,116.07142857142857,46.946778377222046,12,0.21428571428571427
2024-01-06,SKU003,83,0,0,100.0,5,1,2024,6,1,0,56.0,197.0,109.0,84.0,114.42857142857143,111.57142857142857,51.00606873323066,13,0.21428571428571427
2024-01-07,SKU003,132,0,0,100.0,6,1,2024,7,1,1,83.0,152.0,128.0,143.0,98.14285714285714,109.71428571428571,36.33835701398996,0,0.21428571428571427
2024-01-08,SKU003,79,0,0,100.0,0,1,2024,8,0,0,132.0,123.0,99.0,75.0,95.28571428571429,110.0,31.915065855664963,1,0.21428571428571427
2024-01-09,SKU003,73,0,0,100.0,1,1,2024,9,0,0,79.0,124.0,87.0,116.0,89.0,108.57142857142857,29.81051268708188,2,0.21428571428571427
2024-01-10,SKU003,61,0,0,100.0,2,1,2024,10,0,0,73.0,92.0,115.0,73.0,81.71428571428571,107.57142857142857,25.79220997196824,3,0.21428571428571427
2024-01-11,SKU003,123,1,25,75.0,3,1,2024,11,0,0,61.0,57.0,142.0,96.0,77.28571428571429,103.71428571428571,26.386324019046263,3,0.21428571428571427
2024-01-12,SKU003,139,1,10,90.0,4,1,2024,12,0,0,123.0,56.0,81.0,91.0,86.71428571428571,102.35714285714286,29.533677306392065,3,0.21428571428571427
2024-01-13,SKU003,112,1,20,80.0,5,1,2024,13,1,0,139.0,83.0,197.0,95.0,98.57142857142857,106.5,31.727260323246472,3,0.21428571428571427
2024-01-14,SKU003,97,0,0,100.0,6,1,2024,14,1,0,112.0,132.0,152.0,148.0,102.71428571428571,100.42857142857143,31.244809092681255,4,0.21428571428571427
2024-01-15,SKU003,124,0,0,100.0,0,1,2024,15,0,0,97.0,79.0,123.0,88.0,97.71428571428571,96.5,28.452968712797453,5,0.21428571428571427
2024-01-16,SKU003,101,0,0,100.0,1,1,2024,16,0,0,124.0,73.0,124.0,127.0,104.14285714285714,96.57142857142857,28.60319662455333,6,0.21428571428571427
2024-01-17,SKU003,102,0,0,100.0,2,1,2024,17,0,0,101.0,61.0,92.0,120.0,108.14285714285714,94.92857142857143,25.287866467462063,7,0.21428571428571427
2024-01-18,SKU003,84,0,0,100.0,3,1,2024,18,0,0,102.0,123.0,57.0,63.0,114.0,95.64285714285714,15.340577998671847,8,0.21428571428571427
2024-01-19,SKU003,104,0,0,100.0,4,1,2024,19,0,0,84.0,139.0,56.0,119.0,108.42857142857143,97.57142857142857,18.31990850465824,9,0.21428571428571427
2024-01-20,SKU003,84,0,0,100.0,5,1,2024,20,1,0,104.0,112.0,83.0,109.0,103.42857142857143,101.0,12.407754871546384,10,0.21428571428571427
2024-01-21,SKU003,106,0,0,100.0,6,1,2024,21,1,0,84.0,97.0,132.0,128.0,99.42857142857143,101.07142857142857,13.636435786245,11,0.21428571428571427
2024-01-22,SKU003,64,0,0,100.0,0,1,2024,22,0,0,106.0,124.0,79.0,99.0,100.71428571428571,99.21428571428571,13.792682670100747,12,0.21428571428571427
2024-01-23,SKU003,94,0,0,100.0,1,1,2024,23,0,0,64.0,101.0,73.0,87.0,92.14285714285714,98.14285714285714,15.453463165566701,13,0.21428571428571427
2024-01-24,SKU003,96,0,0,100.0,2,1,2024,24,0,0,94.0,102.0,61.0,115.0,91.14285714285714,99.64285714285714,15.004761149143967,0,0.21428571428571427
2024-01-25,SKU003,128,1,10,90.0,3,1,2024,25,0,0,96.0,84.0,123.0,142.0,90.28571428571429,102.14285714285714,14.442002235543091,0,0.21428571428571427
2024-01-26,SKU003,172,1,25,75.0,4,1,2024,26,0,0,128.0,104.0,139.0,81.0,96.57142857142857,102.5,19.823026533614478,0,0.21428571428571427
2024-01-27,SKU003,201,1,25,75.0,5,1,2024,27,1,0,172.0,84.0,112.0,197.0,106.28571428571429,104.85714285714286,34.95575434609821,0,0.21428571428571427
2024-01-28,SKU003,131,0,0,100.0,6,1,2024,28,1,0,201.0,106.0,97.0,152.0,123.0,111.21428571428571,48.04511768466526,1,0.21428571428571427
2024-01-29,SKU003,83,0,0,100.0,0,1,2024,29,0,0,131.0,64.0,124.0,123.0,126.57142857142857,113.64285714285714,47.49686706460102,2,0.21428571428571427
2024-01-30,SKU003,69,0,0,100.0,1,1,2024,30,0,0,83.0,94.0,101.0,124.0,129.28571428571428,110.71428571428571,43.717709171891606,3,0.21428571428571427
2024-01-31,SKU003,117,0,0,100.0,2,1,2024,31,0,0,69.0,96.0,102.0,92.0,125.71428571428571,108.42857142857143,47.90168502851887,4,0.21428571428571427
2024-02-01,SKU003,84,0,0,100.0,3,2,2024,1,0,0,117.0,128.0,84.0,57.0,128.71428571428572,109.5,46.36347084258715,5,0.21428571428571427
2024-02-02,SKU003,77,0,0,100.0,4,2,2024,2,0,0,84.0,172.0,104.0,56.0,122.42857142857143,109.5,49.36212158749913,6,0.21428571428571427
2024-02-03,SKU003,107,0,0,100.0,5,2,2024,3,1,0,77.0,201.0,84.0,83.0,108.85714285714286,107.57142857142857,46.43428536268065,7,0.21428571428571427
2024-02-04,SKU003,64,0,0,100.0,6,2,2024,4,1,0,107.0,131.0,106.0,132.0,95.42857142857143,109.21428571428571,23.049635881846736,8,0.21428571428571427
2024-02-05,SKU003,75,0,0,100.0,0,2,2024,5,0,0,64.0,83.0,64.0,79.0,85.85714285714286,106.21428571428571,19.445895637456765,9,0.21428571428571427
2024-02-06,SKU003,96,0,0,100.0,1,2,2024,6,0,0,75.0,69.0,94.0,73.0,84.71428571428571,107.0,19.872210795600093,10,0.21428571428571427
2024-02-07,SKU003,86,0,0,100.0,2,2,2024,7,0,0,96.0,117.0,96.0,61.0,88.57142857142857,107.14285714285714,18.910818269420556,11,0.21428571428571427
2024-02-08,SKU003,85,1,10,90.0,3,2,2024,8,0,0,86.0,84.0,128.0,123.0,84.14285714285714,106.42857142857143,14.182484166846796,11,0.21428571428571427
2024-02-09,SKU003,70,1,10,90.0,4,2,2024,9,0,0,85.0,77.0,172.0,139.0,84.28571428571429,103.35714285714286,14.185841365181629,11,0.21428571428571427
2024-02-10,SKU003,126,1,15,85.0,5,2,2024,10,1,0,70.0,107.0,201.0,112.0,83.28571428571429,96.07142857142857,15.007934409441502,11,0.21428571428571427
2024-02-11,SKU003,69,0,0,100.0,6,2,2024,11,1,0,126.0,64.0,131.0,97.0,86.0,90.71428571428571,20.663978319771896,12,0.21428571428571427
2024-02-12,SKU003,85,0,0,100.0,0,2,2024,12,0,0,69.0,75.0,83.0,124.0,86.71428571428571,86.28571428571429,19.847034083327532,13,0.21428571428571427
2024-02-13,SKU003,68,0,0,100.0,1,2,2024,13,0,0,85.0,96.0,69.0,101.0,88.14285714285714,86.42857142857143,19.21309077537656,0,0.21428571428571427
2024-02-14,SKU003,72,0,0,100.0,2,2,2024,14,0,0,68.0,86.0,117.0,102.0,84.14285714285714,86.35714285714286,20.194294337993757,1,0.21428571428571427
2024-02-15,SKU003,51,0,0,100.0,3,2,2024,15,0,0,72.0,85.0,84.0,84.0,82.14285714285714,83.14285714285714,20.66743470155065,2,0.21428571428571427
2024-02-16,SKU003,52,0,0,100.0,4,2,2024,16,0,0,51.0,70.0,77.0,104.0,77.28571428571429,80.78571428571429,23.662306774800403,3,0.21428571428571427
2024-02-17,SKU003,79,0,0,100.0,5,2,2024,17,1,0,52.0,126.0,107.0,84.0,74.71428571428571,79.0,25.49322972682679,4,0.21428571428571427
2024-02-18,SKU003,77,0,0,100.0,6,2,2024,18,1,0,79.0,69.0,64.0,106.0,68.0,77.0,12.727922061357994,5,0.21428571428571427
2024-02-19,SKU003,54,0,0,100.0,0,2,2024,19,0,0,77.0,85.0,75.0,64.0,69.14285714285714,77.92857142857143,13.183683999911683,6,0.21428571428571427
2024-02-20,SKU003,52,0,0,100.0,1,2,2024,20,0,0,54.0,68.0,96.0,94.0,64.71428571428571,76.42857142857143,12.13417056242819,7,0.21428571428571427
2024-02-21,SKU003,70,0,0,100.0,2,2,2024,21,0,0,52.0,72.0,86.0,96.0,62.42857142857143,73.28571428571429,12.895181824453577,8,0.21428571428571427
2024-02-22,SKU003,120,1,10,90.0,3,2,2024,22,0,0,70.0,51.0,85.0,128.0,62.142857142857146,72.14285714285714,12.667919737517842,8,0.21428571428571427
2024-02-23,SKU003,141,1,20,80.0,4,2,2024,23,0,0,120.0,52.0,70.0,172.0,72.0,74.64285714285714,24.17298767908793,8,0.21428571428571427
2024-02-24,SKU003,112,1,15,85.0,5,2,2024,24,1,0,141.0,79.0,126.0,201.0,84.71428571428571,79.71428571428571,33.50479709789976,8,0.21428571428571427
2024-02-25,SKU003,122,0,0,100.0,6,2,2024,25,1,0,112.0,77.0,69.0,131.0,89.42857142857143,78.71428571428571,34.86094827003015,9,0.21428571428571427
2024-02-26,SKU003,87,0,0,100.0,0,2,2024,26,0,0,122.0,54.0,85.0,83.0,95.85714285714286,82.5,36.30623716584881,10,0.21428571428571427
2024-02-27,SKU003,54,0,0,100.0,1,2,2024,27,0,0,87.0,52.0,68.0,69.0,100.57142857142857,82.64285714285714,31.83214906797401,11,0.21428571428571427
2024-02-28,SKU003,57,0,0,100.0,2,2,2024,28,0,0,54.0,70.0,72.0,117.0,100.85714285714286,81.64285714285714,31.328520400366738,12,0.21428571428571427
2024-02-29,SKU003,56,0,0,100.0,3,2,2024,29,0,0,57.0,120.0,51.0,84.0,99.0,80.57142857142857,33.754012107204936,13,0.21428571428571427
2024-03-01,SKU003,54,0,0,100.0,4,3,2024,1,0,0,56.0,141.0,52.0,77.0,89.85714285714286,80.92857142857143,35.72780696427076,0,0.21428571428571427
2024-03-02,SKU003,114,0,0,100.0,5,3,2024,2,1,0,54.0,112.0,79.0,107.0,77.42857142857143,81.07142857142857,29.573958943960317,1,0.21428571428571427
2024-03-03,SKU003,81,0,0,100.0,6,3,2024,3,1,0,114.0,122.0,77.0,64.0,77.71428571428571,83.57142857142857,29.970620534751998,2,0.21428571428571427
2024-03-04,SKU003,94,0,0,100.0,0,3,2024,4,0,0,81.0,87.0,54.0,75.0,71.85714285714286,83.85714285714286,23.089886468817024,3,0.21428571428571427
2024-03-05,SKU003,98,0,0,100.0,1,3,2024,5,0,0,94.0,54.0,52.0,96.0,72.85714285714286,86.71428571428571,23.989084819479732,4,0.21428571428571427
2024-03-06,SKU003,87,0,0,100.0,2,3,2024,6,0,0,98.0,57.0,70.0,86.0,79.14285714285714,90.0,23.989084819479743,5,0.21428571428571427
2024-03-07,SKU003,112,1,20,80.0,3,3,2024,7,0,0,87.0,56.0,120.0,85.0,83.42857142857143,91.21428571428571,21.96859229944083,5,0.21428571428571427
2024-03-08,SKU003,117,1,15,85.0,4,3,2024,8,0,1,112.0,54.0,141.0,70.0,91.42857142857143,90.64285714285714,20.460182003566135,5,0.21428571428571427
2024-03-09,SKU003,95,1,25,75.0,5,3,2024,9,1,0,117.0,114.0,112.0,126.0,100.42857142857143,88.92857142857143,14.128660503354595,5,0.21428571428571427
2024-03-10,SKU003,78,0,0,100.0,6,3,2024,10,1,0,95.0,81.0,122.0,69.0,97.71428571428571,87.71428571428571,12.85449708227045,6,0.21428571428571427
2024-03-11,SKU003,81,0,0,100.0,0,3,2024,11,0,0,78.0,94.0,87.0,85.0,97.28571428571429,84.57142857142857,13.536546651125592,7,0.21428571428571427
2024-03-12,SKU003,93,0,0,100.0,1,3,2024,12,0,0,81.0,98.0,54.0,68.0,95.42857142857143,84.14285714285714,14.886875011870412,8,0.21428571428571427
2024-03-13,SKU003,72,0,0,100.0,2,3,2024,13,0,0,93.0,87.0,57.0,72.0,94.71428571428571,86.92857142857143,14.86286519836488,9,0.21428571428571427
2024-03-14,SKU003,57,0,0,100.0,3,3,2024,14,0,0,72.0,112.0,56.0,51.0,92.57142857142857,88.0,17.076857076729645,10,0.21428571428571427
2024-03-15,SKU003,66,0,0,100.0,4,3,2024,15,0,0,57.0,117.0,54.0,52.0,84.71428571428571,88.07142857142857,19.172152424061096,11,0.21428571428571427
2024-03-16,SKU003,115,0,0,100.0,5,3,2024,16,1,0,66.0,95.0,114.0,79.0,77.42857142857143,88.92857142857143,13.794408805226734,12,0.21428571428571427
2024-03-17,SKU003,57,0,0,100.0,6,3,2024,17,1,0,115.0,78.0,81.0,77.0,80.28571428571429,89.0,19.093753653261356,13,0.21428571428571427
2024-03-18,SKU003,81,0,0,100.0,0,3,2024,18,0,0,57.0,81.0,94.0,54.0,77.28571428571429,87.28571428571429,21.061135500523967,0,0.21428571428571427
2024-03-19,SKU003,76,0,0,100.0,1,3,2024,19,0,0,81.0,93.0,98.0,52.0,77.28571428571429,86.35714285714286,21.061135500523967,1,0.21428571428571427
2024-03-20,SKU003,79,0,0,100.0,2,3,2024,20,0,0,76.0,72.0,87.0,70.0,74.85714285714286,84.78571428571429,19.894962272131256,2,0.21428571428571427
2024-03-21,SKU003,85,1,10,90.0,3,3,2024,21,0,0,79.0,57.0,112.0,120.0,75.85714285714286,84.21428571428571,19.903337839238407,2,0.21428571428571427
2024-03-22,SKU003,83,1,25,75.0,4,3,2024,22,0,0,85.0,66.0,117.0,141.0,79.85714285714286,82.28571428571429,18.22478688881875,2,0.21428571428571427
2024-03-23,SKU003,131,1,15,85.0,5,3,2024,23,1,0,83.0,115.0,95.0,112.0,82.28571428571429,79.85714285714286,17.172791325371794,2,0.21428571428571427
2024-03-24,SKU003,95,0,0,100.0,6,3,2024,24,1,0,131.0,57.0,78.0,122.0,84.57142857142857,82.42857142857143,22.493385271061005,3,0.21428571428571427
2024-03-25,SKU003,84,0,0,100.0,0,3,2024,25,0,0,95.0,81.0,81.0,87.0,90.0,83.64285714285714,19.052558883257745,4,0.21428571428571427
2024-03-26,SKU003,93,0,0,100.0,1,3,2024,26,0,0,84.0,76.0,93.0,54.0,90.42857142857143,83.85714285714286,18.849024226355006,5,0.21428571428571427
2024-03-27,SKU003,70,0,0,100.0,2,3,2024,27,0,0,93.0,79.0,72.0,57.0,92.85714285714286,83.85714285714286,17.742872479097848,6,0.21428571428571427
2024-03-28,SKU003,86,0,0,100.0,3,3,2024,28,0,0,70.0,85.0,57.0,56.0,91.57142857142857,83.71428571428571,19.182084895870542,7,0.21428571428571427
2024-03-29,SKU003,95,0,0,100.0,4,3,2024,29,0,0,86.0,83.0,66.0,54.0,91.71428571428571,85.78571428571429,19.12863722027175,8,0.21428571428571427
2024-03-30,SKU003,71,0,0,100.0,5,3,2024,30,1,0,95.0,131.0,115.0,114.0,93.42857142857143,87.85714285714286,18.75150787587632,9,0.21428571428571427
2024-03-31,SKU003,106,0,0,100.0,6,3,2024,31,1,0,71.0,95.0,57.0,81.0,84.85714285714286,84.71428571428571,10.699354675689253,10,0.21428571428571427
2024-04-01,SKU003,49,0,0,100.0,0,4,2024,1,0,0,106.0,84.0,81.0,94.0,86.42857142857143,88.21428571428571,12.998168369135097,11,0.21428571428571427
2024-04-02,SKU003,55,0,0,100.0,1,4,2024,2,0,0,49.0,93.0,76.0,98.0,81.42857142857143,85.92857142857143,19.294706898155177,12,0.21428571428571427
2024-04-03,SKU003,100,0,0,100.0,2,4,2024,3,0,0,55.0,70.0,79.0,87.0,76.0,84.42857142857143,20.784609690826574,13,0.21428571428571427
2024-04-04,SKU003,104,1,25,75.0,3,4,2024,4,0,0,100.0,86.0,85.0,112.0,80.28571428571429,85.92857142857143,22.37345365765936,13,0.21428571428571427
2024-04-05,SKU003,108,1,10,90.0,4,4,2024,5,0,0,104.0,95.0,83.0,117.0,82.85714285714286,87.28571428571429,24.10690476072903,13,0.21428571428571427
2024-04-06,SKU003,106,1,15,85.0,5,4,2024,6,1,0,108.0,71.0,131.0,95.0,84.71428571428571,89.07142857142857,25.649654225832457,13,0.21428571428571427
2024-04-07,SKU003,108,0,0,100.0,6,4,2024,7,1,0,106.0,106.0,95.0,78.0,89.71428571428571,87.28571428571429,25.94040789781004,0,0.21428571428571427
2024-04-08,SKU003,64,0,0,100.0,0,4,2024,8,0,0,108.0,49.0,84.0,81.0,90.0,88.21428571428571,26.159765544311306,1,0.21428571428571427
2024-04-09,SKU003,89,0,0,100.0,1,4,2024,9,0,0,64.0,55.0,93.0,93.0,92.14285714285714,86.78571428571429,22.615839371471363,2,0.21428571428571427
2024-04-10,SKU003,64,0,0,100.0,2,4,2024,10,0,0,89.0,100.0,70.0,72.0,97.0,86.5,15.989579940282077,3,0.21428571428571427
2024-04-11,SKU003,88,0,0,100.0,3,4,2024,11,0,0,64.0,104.0,86.0,57.0,91.85714285714286,86.07142857142857,20.119878821939448,4,0.21428571428571427
2024-04-12,SKU003,66,0,0,100.0,4,4,2024,12,0,0,88.0,108.0,95.0,66.0,89.57142857142857,86.21428571428571,19.406675336570434,5,0.21428571428571427
2024-04-13,SKU003,104,0,0,100.0,5,4,2024,13,1,0,66.0,106.0,71.0,115.0,83.57142857142857,84.14285714285714,19.251468713296923,6,0.21428571428571427
2024-04-14,SKU003,95,0,0,100.0,6,4,2024,14,1,0,104.0,108.0,106.0,57.0,83.28571428571429,86.5,18.874270720695353,7,0.21428571428571427
2024-04-15,SKU003,103,0,0,100.0,0,4,2024,15,0,0,95.0,64.0,49.0,81.0,81.42857142857143,85.71428571428571,16.531355488456374,8,0.21428571428571427
2024-04-16,SKU003,57,0,0,100.0,1,4,2024,16,0,0,103.0,89.0,55.0,76.0,87.0,89.57142857142857,16.24807680927202,9,0.21428571428571427
2024-04-17,SKU003,90,0,0,100.0,2,4,2024,17,0,0,57.0,64.0,100.0,79.0,82.42857142857143,89.71428571428571,19.721875695592026,10,0.21428571428571427
2024-04-18,SKU003,111,1,20,80.0,3,4,2024,18,0,0,90.0,88.0,104.0,85.0,86.14285714285714,89.0,18.050194564312235,10,0.21428571428571427
2024-04-19,SKU003,113,1,20,80.0,4,4,2024,19,0,0,111.0,66.0,108.0,83.0,89.42857142857143,89.5,20.386737051795496,10,0.21428571428571427
2024-04-20,SKU003,83,1,15,85.0,5,4,2024,20,1,0,113.0,104.0,106.0,131.0,96.14285714285714,89.85714285714286,19.082527535493355,10,0.21428571428571427
2024-04-21,SKU003,106,0,0,100.0,6,4,2024,21,1,0,83.0,95.0,108.0,95.0,93.14285714285714,88.21428571428571,19.29100456541498,11,0.21428571428571427
2024-04-22,SKU003,62,0,0,100.0,0,4,2024,22,0,0,106.0,103.0,64.0,84.0,94.71428571428571,88.07142857142857,19.905730211125135,12,0.21428571428571427
2024-04-23,SKU003,63,0,0,100.0,1,4,2024,23,0,0,62.0,57.0,89.0,93.0,88.85714285714286,87.92857142857143,22.8723163921554,13,0.21428571428571427
2024-04-24,SKU003,85,0,0,100.0,2,4,2024,24,0,0,63.0,90.0,64.0,70.0,89.71428571428571,86.07142857142857,21.553919100048425,0,0.21428571428571427
2024-04-25,SKU003,51,0,0,100.0,3,4,2024,25,0,0,85.0,111.0,88.0,86.0,89.0,87.57142857142857,21.625602111078205,1,0.21428571428571427
2024-04-26,SKU003,47,0,0,100.0,4,4,2024,26,0,0,51.0,113.0,66.0,95.0,80.42857142857143,84.92857142857143,23.279870724563366,2,0.21428571428571427
2024-04-27,SKU003,76,0,0,100.0,5,4,2024,27,1,0,47.0,83.0,104.0,71.0,71.0,83.57142857142857,21.158134763411116,3,0.21428571428571427
2024-04-28,SKU003,93,0,0,100.0,6,4,2024,28,1,0,76.0,106.0,95.0,106.0,70.0,81.57142857142857,20.65591117977287,4,0.21428571428571427
2024-04-29,SKU003,106,0,0,100.0,0,4,2024,29,0,0,93.0,62.0,103.0,49.0,68.14285714285714,81.42857142857143,17.170018165672467,5,0.21428571428571427
2024-04-30,SKU003,77,0,0,100.0,1,4,2024,30,0,0,106.0,63.0,57.0,55.0,74.42857142857143,81.64285714285714,21.93822495749632,6,0.21428571428571427
2024-05-01,SKU003,64,0,0,100.0,2,5,2024,1,0,1,77.0,85.0,90.0,100.0,76.42857142857143,83.07142857142857,21.353041491843303,7,0.21428571428571427
2024-05-02,SKU003,98,1,20,80.0,3,5,2024,2,0,0,64.0,51.0,111.0,104.0,73.42857142857143,81.21428571428571,21.423173923403155,7,0.21428571428571427
2024-05-03,SKU003,62,1,15,85.0,4,5,2024,3,0,0,98.0,47.0,113.0,108.0,80.14285714285714,80.28571428571429,20.57043648401411,7,0.21428571428571427
2024-05-04,SKU003,150,1,15,85.0,5,5,2024,4,1,0,62.0,76.0,83.0,106.0,82.28571428571429,76.64285714285714,17.01679842307097,7,0.21428571428571427
2024-05-05,SKU003,90,0,0,100.0,6,5,2024,5,1,0,150.0,93.0,106.0,108.0,92.85714285714286,81.42857142857143,30.27886265713309,8,0.21428571428571427
2024-05-06,SKU003,46,0,0,100.0,0,5,2024,6,0,0,90.0,106.0,62.0,64.0,92.42857142857143,80.28571428571429,30.297728973511955,9,0.21428571428571427
2024-05-07,SKU003,58,0,0,100.0,1,5,2024,7,0,0,46.0,77.0,63.0,89.0,83.85714285714286,79.14285714285714,34.07065487790815,10,0.21428571428571427
2024-05-08,SKU003,78,0,0,100.0,2,5,2024,8,0,0,58.0,64.0,85.0,64.0,81.14285714285714,78.78571428571429,35.43740289312305,11,0.21428571428571427
